Tipo_Fundo_Classe;CNPJ_Fundo_Classe;Data_Referencia;Versao;Data_Entrega;Nome_Fundo_Classe;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
Classe;43.164.799/0001-64;2025-07-01;1;2025-08-15;DJF JIVE PROPERTIES FII;2022-03-24;INVESTIDOR PROFISSIONAL;;42494086.2364356;N;N;Desenvolvimento para Venda;Híbrido;Ativa;Determinado;2030-12-01;31/12;N;S;N;N;S;MODAL DTVM LTDA;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;Sâo Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.164.799/0001-64;2025-08-01;1;2025-09-15;DJF JIVE PROPERTIES FII;2022-03-24;INVESTIDOR PROFISSIONAL;;42494086.2364356;N;N;;Outros;Ativa;Determinado;2030-12-01;31/12;N;S;N;N;S;MODAL DTVM LTDA;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;Sâo Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.164.799/0001-64;2025-09-01;1;2025-10-14;DJF JIVE PROPERTIES FII;2022-03-24;INVESTIDOR PROFISSIONAL;;42494086.2364356;N;N;;Outros;Ativa;Determinado;2030-12-01;31/12;N;S;N;N;S;MODAL DTVM LTDA;36864992000142;Rua Alves Guimarães;1216;;Pinheiros;Sâo Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.440.579/0001-16;2025-01-01;1;2025-02-17;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-02-01;1;2025-03-17;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-03-01;1;2025-04-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-04-01;1;2025-05-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-05-01;1;2025-06-16;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-06-01;1;2025-07-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-07-01;1;2025-08-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;S;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-08-01;1;2025-09-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;N;;Outros;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.440.579/0001-16;2025-09-01;1;2025-10-15;WARREN SECURITIES FII;2023-10-09;INVESTIDORES EM GERAL;BRWSECCTF010;2456510;N;N;;Outros;Ativa;Indeterminado;;28/06;N;S;N;S;N;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-01-01;1;2025-02-17;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-02-01;1;2025-03-17;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-03-01;1;2025-04-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-04-01;1;2025-05-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-05-01;1;2025-06-16;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-06-01;1;2025-07-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-07-01;1;2025-08-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;Renda;Hotel;Ativa;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-08-01;1;2025-09-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;;Hotel;Definida;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.564.551/0001-90;2025-09-01;1;2025-10-15;PRIME HOTELS FDO INVEST IMOBILIARIO;2021-10-27;INVESTIDOR QUALIFICADO;BR0A5ECTF000;212884;N;N;;Hotel;Definida;Indeterminado;;31/12;N;S;N;N;S;VÓRTX DTVM LTDA;22610500000188;Rua Gilberto Sabino;215;4º ANDAR;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;fundos@vortx.com.br
Classe;43.565.147/0001-31;2025-01-01;1;2025-02-17;REAL ESTATE TRANCOSO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-09-23;INVESTIDORES EM GERAL;BR0EPDCTF009;161989.14102249;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-02-01;1;2025-03-17;REAL ESTATE TRANCOSO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2022-09-23;INVESTIDORES EM GERAL;BR0EPDCTF009;161989.14102249;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Fundo;43.565.147/0001-31;2025-03-01;1;2025-04-15;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;164568.21939185;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-04-01;1;2025-05-15;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-05-01;1;2025-06-16;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-06-01;1;2025-07-14;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-07-01;1;2025-08-15;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3477;11º andar;Itaim Bibi;São Paulo;SP;04538-133;0800 930 093;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-08-01;1;2025-09-15;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.565.147/0001-31;2025-09-01;1;2025-10-13;REAL ESTATE TRANCOSO II FII - CLASSE A;2022-09-23;INVESTIDOR PROFISSIONAL;BR0EPDCTF009;169726.38709935;N;N;;Multicategoria;Ativa;Indeterminado;;31/12;N;N;S;N;N;TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;67030395000146;Avenida Brigadeiro Faria Lima;3.732;11º e 12º andar;Itaim Bibi;São Paulo;SP;04538-132;0800 930 0930;;;www.trusteedtvm.com.br;ouvidoria@trusteedtvm.com.br
Classe;43.617.647/0001-70;2025-01-01;2;2025-02-12;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9936765;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/01;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-02-01;1;2025-03-07;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9936765;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;28/02;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-03-01;1;2025-04-08;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9936765;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/03;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-04-01;1;2025-05-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;9936765;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/04;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-05-01;2;2025-06-10;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;10000000;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/05;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-06-01;1;2025-07-03;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;10000000;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-07-01;1;2025-08-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;10000000;N;N;Desenvolvimento para Renda;Outros;Ativa;Indeterminado;;31/07;S;N;N;S;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-08-01;1;2025-09-05;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;10000000;N;N;;Multicategoria;Ativa;Indeterminado;;29/08;N;N;N;N;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.647/0001-70;2025-09-01;1;2025-10-06;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII BIOTIC;2022-05-02;INVESTIDOR QUALIFICADO;BR0CNPCTF002;10000000;N;N;;Multicategoria;Ativa;Indeterminado;;30/09;N;N;N;N;N;BRB DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A;33850686000169;Centro Empresarial CNC - SAUN Quadra 5, Lote C;5;2 andar;Asa Norte;Brasília;DF;70040-250;61-34092038;;;https://novo.brb.com.br/;ggeart@dtvm.brb.com.br
Classe;43.617.702/0001-21;2025-01-01;1;2025-02-12;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;230660.81158302;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-02-01;1;2025-03-11;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;234657.3666;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-03-01;1;2025-04-10;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;240720.567;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-04-01;1;2025-05-09;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;241704.3218;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.brltrust.com.br;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-05-01;1;2025-06-06;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;241704.3218;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-06-01;1;2025-07-14;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;244649.5281;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-07-01;1;2025-08-11;MODULO RENDA CORPORATIVA FII;2022-10-28;INVESTIDORES EM GERAL;BR0EMQCTF008;245922.8667;N;N;Híbrido;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-08-01;1;2025-09-11;MODULO RENDA CORPORATIVA FII RESP LIMITADA;2022-10-28;INVESTIDOR QUALIFICADO;BR0EMQCTF008;248855.1309;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.617.702/0001-21;2025-09-01;1;2025-10-08;MODULO RENDA CORPORATIVA FII RESP LIMITADA;2022-10-28;INVESTIDOR QUALIFICADO;BR0EMQCTF008;248855.1309;N;N;;Escritórios;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;13486793000142;Rua Alves Guimarães;1216;;Pinheiros;São Paulo;SP;05410-002;(11) 3509-0600;;;www.apexgroup.com/apex-brazil/;infolegal@apexgroup.com
Classe;43.619.174/0001-40;2025-01-01;1;2025-02-05;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RL;2021-12-17;INVESTIDOR PROFISSIONAL;;18967.8716625;S;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;43.619.174/0001-40;2025-02-01;1;2025-03-06;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RL;2021-12-17;INVESTIDOR PROFISSIONAL;;18967.8716625;S;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;43.619.174/0001-40;2025-03-01;1;2025-04-02;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RL;2021-12-17;INVESTIDOR PROFISSIONAL;;18967.8716625;S;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;43.619.174/0001-40;2025-04-01;1;2025-05-12;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RL;2021-12-17;INVESTIDOR PROFISSIONAL;;18967.8716625;S;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
Classe;43.619.174/0001-40;2025-05-01;1;2025-06-03;GRANBRAVA FUNDO DE INVESTIMENTO IMOBILIÁRIO RL;2021-12-17;INVESTIDOR PROFISSIONAL;;19285.22772804;S;N;Renda;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;HEMERA DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;39669186000101;AV. AGUA VERDE;1413;CJ 801;AGUA VERDE;CURITIBA;PR;80620200;+55 (41) 3122-7300;;;https://hemeradtvm.com.br/;atendimentocvm@hemeradtvm.com.br
